"comentario";"depressao"
"ih amores, essa historia de camila cabello ft. fifth harmony da pra render um outro video, serio facam. as meninas estao encaminhadas sairam da gravadora epic, mas voces nao sabem da maior a camila (depois da treta monstra que voces so pincelelaram no video) ela queria autonomia pra escrever as proprias musicas e parar com esse lance de girl band marketing e blabla continua na epic, foi tudo pra ela bombar mesmo ahahah. ainda dizem que a camila pegava a lauren o que contribuiu pra dar ruim, marcaram sessoes de terapia pra girl band na epoca quando camila ja estava querendo sair e fazendo os ft. todos.... so deus sabe o que aconteceu, nos que somos fas queriamos taaaaaanto saber.  o importante e que a rainha cami ta brilhando e a lauren ta bem ft. halsey e com album soon, normani arrasando, e as outras duas estamos torcendo tambem. ";"n"
"eu tive depressao e por ela ser uma doenca silenciosa, fiquei com fama de dramatico e exagerado. fui procurar ajuda no sus (caps) e, no entanto, a minha doenca triplicou violentamente, pois la somente casos criticos sao atendidos, ou seja, a pessoa tem que estar em estado de paranoia total e visivel. me aconselharam ate a procurar uma igreja e como nao cheguei la com esses sintomas, sai sem receber o minimo de atencao e totalmente frustrado. parabens pelo video!";"s"
"nossa mano, como assim pra mim ele era uma das pessoas mais felizes do mundo, pq sempre q vemos ele em algum lugar ele esbanja felicidade, mais as vezes sao so aparencias, e espero q ele melhora, quando o rob morreu, quase nao acreditei pq ele marcou muito minha infancia, entao se algo acontecesse com o jim mano, seila como eu ia ficar, entao so quero q ele melhore, e castanharie continua com esses videos q eles sao muito fodas!!";"n"
"adoro seus videos  vc e incrivel,,,seus videos sao otimos nao perde em nada para os grandes youtube da area de coach parabens e muitoooo obrigada saiba que vc e realmente um dos melhores que ja ouvi,,rapido eficaz e faz com carinho seus videos ,,,faz atendimento via skype onildo silveira so tenho algo para te dizer obrigada em nome de todos que verao seus videos e em meu nome";"n"
"nao sei se oq tenho e depressao, nao chega a ser tristeza mas eu sinto um tipo de indiferenca por mim mesmo, pelas coisas que me rodeiam, isso comecou tem 1 ano e meio + ou -. tem dias que eu levanto da cama e vejo o dia passando, como se eu estivesse vendo um filme sem som. tem dias que eu acordo e minha visao de mundo ta mais normal. tem horas que eu sinto vontade de chorar e tem horas que nao, mas acabo chorando. tem dias que eu deito na cama e fico olhando pro teto, sem pensar em nada, sem sentir o tempo passar, so fico deitado. e como se eu estivesse sozinho em uma mar de pessoas, nao sei se eu inconscientemente isolo a presenca delas ou algo assim. mas o sentimento que tenho e pesado. nao tenho ambicao ou objetivo, so faco oq e necessario.";"s"
"nilce que video foi esse? eu tenho depressao e estou no inicio do tratamento, ainda e muito dificil, porem, esse video parece que veio na hora certa, porque eu me culpo e me cobro demais para a melhora, quero agilizar coisas na minha vida, sendo que nao tenho  vontades. ouvir isso de voce que n me conhece, foi muito bom, de verdade e obrigada por trazer esse conteudo importantissimo ";"s"
"muito obrigada por esse video, de verdade. eu tenho depressao e ansiedade, e e exatamente o que voce disse, a gente se sente tao no escuro e tudo e ruim, nada parece interessante, as coisas perdem a graca, fica um vazio terrivel dentro da gente. obrigada por tentar conscientizar as pessoas sobre o assunto e de como nossa mente funciona, isso e muito importante. voce e incrivel ";"s"
"estamos juntos nessa castanhari, minha torcida e tb pra que ele volte a estourar, e que esse sumico nao seja uma depressao, e se for, que ele supere isso assim como ja superou, e cara, o jim carrey sempre foi meu comediante favorito, um dos filmes que mais curto dele e 'o grinch', nao sei pq mas assisto esse filme 1 milhao de vezes e rio em todas, lembra muito minha infancia esse filme, uma coisa que achei demais nele e que ele fala que so atua em filmes, ou seja, ele nao e louco toda hora, ele e um pessoa normal que tem sentimentos como todos nos, tem problemas e fases dificeis que nem todo mundo, mas como fa do seu trabalho espero que supere essa. sei que ele nao vai ler isso, mas deixo aqui o meu abraco e minha torcida !! #forcajim.";"n"
"gabi querida! gostaria de dizer que conheci o canal do fernando a uns 3 dias atras e nesse curto espaco de tempo, por incrivel que pareca, eu ja sinto uma mudanca em minha rotina e forma de estudar, pois constatei que estava fazendo algumas coisas erradas e as corrigi imediatamente . ao assistir um video dele, o yt me recomendou o video gabi responde, eu assisti aos dois, o conteudo deles e maravilhoso e, a partir desses videos eu vim parar no seu canal. do comeco ate o fim desse video, eu me enxerguei em tudo o que vc me falou, parecia que era eu quem estava falando. estudar deprimida foi um dos maiores esforcos que eu ja fiz na minha vida, a 1 mes atras eu estava passando pela terceira pior crise que ja tive e tentei com todas as forcas estudar e ao mesmo tempo disfarcar para o meu marido, familiares e amigos (pois como tu disse a depressao e uma doenca que nao e levada a serio). porem, cheguei naquele ponto que eu nao conseguia + sair da cama, passava o dia deitada (nao levantava pra nada, nao ia no banheiro e nem almocar, apenas chorava e procurava tentar entender pq eu estava assim, quando estava na hora do meu marido chegar do trabalho eu levantava correndo e trocava de roupa). faco tratamento a 1 ano e meio, porem, nao estava tendo bons resultados, conversei com a minha medica, dobramos a dose da medicacao e a partir dai eu comecei a enxergar uma luz no fim do tunel. porem, eu so acordei mesmo depois que conheci o canal do fernando e outros sobre motivacao. eu ja assisti mais 20 videos dos canais de vcs em coisa de 3 dias e era o que faltava para eu dar uma guinada em vida. eu quero agradecer aos dois, por desenvolverem conteudos tao relevantes e, que ajudam tantas pessoas e que me fizeram enxergar que as coisas vao dar certo e,  que eu preciso apenas me esforcar, manter o foco e confiar que tudo que eu estou fazendo vai gerar um resultado positivo, nao hoje, mas em algum momento a recompensa vira. obrigada!";"s"
"em momentos dificeis nao sabemos o que fazer , eu mesmo estou passando por um momento muito dificil , as vezes eu tento fazer o pior mas paro e penso na minha familia e no meu primo de 2 anos que e como um filho pra mim, as vezes a morte e meu espelho de desistencia e se alguem estiver passando por um momento dificil e quiser desabafar tente conversar comigo pois as vezes conversar e bom e se voce estar passando por algo complicado nao desista pois o mais dificil que seja momentos de nossas vidas , nao vamos resolver com a morte... me ajudem!";"s"
"eu tenho crise de ansiedade e sempre que choro a noite, vulgo todo dia, nao falo pra nenhum dos meus amigos, sendo que conto tudo a eles. eu cheguei a me cortar em uma epoca da minha vida e ainda sinto vontade mas me esforco pois sei que isso so vai me prejudicar e deixar meu irmao ppreocupado com uma coisa que ele nao sabe lidar.  nao sei o que fazer da minha vida e estou de saco cheio de chorar a noite em silencio. nao quero mais viver em um mundo assim.";"s"
"ola onildo, essa sua dica e para uma pessoa que tem uma depressao bem leve pois qdo ela e forte onde queremos tirar nossa propria vida so mesmo uma internacao forcada. foi o que aconteceu comigo. mas hj venci buscando me auto ajudar. hj depois de 25 anos apos um surto depressivo e que me sinto normal, sem depressao, auto confiante.  o conhecimento gnostico ou psicologia revolucionaria me ajudou profundamente.muito obrigada pelas suas dicas, certamente ajuda a muitos.";"n"
"vmz vc pode me dar uma forca pra mim porque eu todos esses dias estou perdido no vacuo sem fim minha maninha morreu por essa doenca ela me apoiava me ajudava e levantava e nao dava pra imaginar que uma menina tao feliz morre de depressao e agr eu vendo a lapide dela sinto vontade de morrer chorar e matar penso em tomar veneno pra eu morrer mas eu nao sei o motivo que eu nao tomo so quero uma forca eu e meus amigos sentimos muita falta dela e so queria contar porque as pessoas so acham que eu exagero so me da uma ajuda";"s"
"vmz me ajuda pfv preciso da sua ajuda eu ainda acho que eu deveria tar morto nao posso continuar vivendo com essa dor me ajuda pfv eu nao aguento essa dor to solitario  ninguem se importa comigo eu era feliz  eu perdi a felicidade e ferrei com minha vida . pq eu acho q vc vai ver se em varios comentarios vc veria justo o meu eu sou um merda nao deveria tar nem vivo  eu me odeio";"s"
"porque eu deveria levantar, se mais tarde vou cair de novo? tenho 26 anos e nunca conquistei nada e sempre fiz todas as escolhas erradas possiveis em toda a minha vida.  minha ex esposa me deixou uma divida de 30mil no banco, ficou com o apartamento e meu cachorro que peguei na rua que ele estava quase morrendo. passei mais de 5 meses sem arrumar emprego, ninguem me chamava para entrevistas, nao tenho condicoes de pagar cursos/faculdade ( na verdade nem quero mais ) me fala, porque continuar? para ser sincero, so nao tenho coragem de optar por certo meios de suicidio, mas se fosse facil de conseguir uma arma de fogo, tenho certeza que ja tinha me aliviado.";"s"
"nilce ,esse video me fez tao bem.eu tenho depressao e e muito dificil lidar com isso.a minha familia inteira tem preconceitos comigo,em varios aspectos,uns com alguma coisa outros com outra coisa.e isso doi demais e acaba doendo mais ainda pelo simples fato de isso vir da familia.esse video me deixou muito bem pelo simples fato de eu me sentir compreendida.voce sabe que a depressao e uma doenca e vc quer ajudar.so esse fato ja me deixou muito melhor.eu luto todos os dias contra isso.e realmente muito dificil.e a unica coisa que eu gostaria de ouvir das pessoas e uma simples compreensao.uma compreensao que voce teve.sim voce me deu um feixe de luz.pelo simples de voce me fazer sentir compreendida.muito obrigada mesmo ,de coracao.";"s"
"vou gongar com os meninos tambem: o look dos dois estava lindo, so nao precisa desse negocio na gola das blusas. sobre o red carpet,que ideia boa essa dos paparazzis! o canal da diva fez eu nao gostar de planta em festas, entao nao precisa ne, rsr... adoro essas festas com tatuagem, lounge de bebidas, sabe o que faltou sendo que a festa e dos meninos? um lounge de ilustracao! sobre os convidados, maira estava aparecendo ate no escuro, e essas tamancas nao combinaram com o vestido. a crazy estava lindissima, cleitu estava demais, mas errou o evento ne kk, karen estava muuuuuito pirigotica. gabi faddel estava linda tambem. e a familia real do youtube estavam lindissimos. romulo afrontosaa! os looks azuis dos meninos estavam muito bons.";"n"
"entao, nao sou muito de comentar em videos mas esse em particular me ajudou muito, estava uns 3 meses com muita ansiedade, tendo muitos sintomas fisicos (tontura, boca seca, taquicardia, etc.) e acreditem que na segunda vez que ouvi esse audio parece que tudo acabou, do nada, simplesmente estou mais alegre e com disposicao para o dia dia. obrigado a quem postou pois me ajudou muito.";"s"
"as vezes olhamos pra dentro de nos e vemos um parte faltando de um grande quebra-cabecas e esquecemos a influencia que causamos e nossa importancia na vida de outras pessoas.depressao e algo extremamente grave, acredito que uma das principais causas dessa doenca e justamente a falta incomoda de algo a ser conquistado, ou perseverado... e bem dificil lidar com esse tipo de coisa, nao so por que voce pode ser interpretado mal ao falar sobre isso e ser taxado de alguma coisa. eu sinceramente torco do fundo do coracao que o jim supere essa barra, afinal de contas por mais que ele se sinta so ou algo do tipo, toda uma geracao admira o cara e torce pela sua melhora. castanhari, o que aconteceu com o kenan e kell?";"n"
"o que aconteceu com jim carrey tem nome: crise de identidade. tem cura. autoconhecimento. nao pode ser considerado loucura. faz parte de alguem que desperta de um sono profundo, chamado vida real. depressao nao e doenca.  e uma graca que te permite pele primeira vez olhar as coisas como realmente sao. para ele nao vai ser tao dificil ser chamado de louco.";"n"
"so queria passar aqui te agradecer e avisar que o seu objetivo nesse video foi mais que comprido, depois de 5 anos diagnosticada com depressao foi a primeira vez que alguem chegou perto de me convencer a fazer algo. mas nao digo isso so por esse video, agradeco tambem por todas as vezes que em meio a crises os seus videos com o leon me serviram de companhia quando eu estava mal e precisava rir de alguma bobagem, ou quando nao conseguia sair de casa e ficava reassistindo os videos de sei la quantos anos atras, enfim... obrigado pelo suporte.";"s"
